Mod:Item:MetaData, Localized Name
TwilightForest:item.emptyMagicMap, Blank Magic Map
TwilightForest:item.emptyMazeMap, Blank Maze Map
TwilightForest:item.emptyOreMap, Blank Maze/Ore Map
TwilightForest:item.oreMagnet, Ore Magnet
TwilightForest:item.crumbleHorn, Crumble Horn
TwilightForest:item.peacockFan, Peacock Feather Fan
TwilightForest:item.moonwormQueen, Moonworm Queen
TwilightForest:item.charmOfLife1, Charm of Life I
TwilightForest:item.charmOfLife2, Charm of Life II
TwilightForest:item.charmOfKeeping1, Charm of Keeping I
TwilightForest:item.charmOfKeeping2, Charm of Keeping II
TwilightForest:item.charmOfKeeping3, Charm of Keeping III
TwilightForest:item.towerKey, Tower Key
TwilightForest:item.borerEssence, Borer Essence
TwilightForest:item.carminite, Carminite
TwilightForest:item.experiment115, Experiment 115
TwilightForest:item.armorShards, Armor Shard
TwilightForest:item.knightMetal, Knightmetal Ingot
TwilightForest:item.shardCluster, Armor Shard Cluster
TwilightForest:item.knightlyHelm, Knightly Helm
TwilightForest:item.knightlyPlate, Knightly Plate
TwilightForest:item.knightlyLegs, Knightly Greaves
TwilightForest:item.knightlyBoots, Knightly Boots
TwilightForest:item.knightlySword, Knightly Sword
TwilightForest:item.knightlyPick, Knightly Pick
TwilightForest:item.knightlyAxe, Knightly Axe
TwilightForest:item.phantomHelm, Phantom Helm
TwilightForest:item.phantomPlate, Phantom Plate
TwilightForest:item.lampOfCinders, Lamp of Cinders
TwilightForest:item.fieryTears, Fiery Tears
TwilightForest:item.alphaFur, Alpha Yeti Fur
TwilightForest:item.yetiHelm, Yeti Horned Helm
TwilightForest:item.yetiPlate, Yeti Jacket
TwilightForest:item.yetiLegs, Yeti Leggings
TwilightForest:item.yetiBoots, Yeti Boots
TwilightForest:item.iceBomb, Ice Bomb
TwilightForest:item.arcticFur, Arctic Fur
TwilightForest:item.arcticHelm, Arctic Hood
TwilightForest:item.arcticPlate, Arctic Jacket
TwilightForest:item.arcticLegs, Arctic Leggings
TwilightForest:item.arcticBoots, Arctic Boots
TwilightForest:item.magicBeans, Magic Beans
TwilightForest:item.giantPick, Giant's Pickaxe
TwilightForest:item.giantSword, Giant's Sword
TwilightForest:item.tripleBow, Tri-bow
TwilightForest:item.seekerBow, Seeker Bow
TwilightForest:item.iceBow, Ice Bow
TwilightForest:item.enderBow, Ender Bow
TwilightForest:item.iceSword, Ice Sword
TwilightForest:item.glassSword, Glass Sword
TwilightForest:item.knightmetalRing, Knightmetal Loop
TwilightForest:item.chainBlock, Block and Chain
TwilightForest:item.cubeTalisman, Talisman of the Cube
TwilightForest:item.cubeOfAnnihilation, Cube of Annihilation
chisel:upgrade:0, Speed Upgrade.name
chisel:upgrade:1, Automation Upgrade.name
chisel:upgrade:2, Stack Upgrade.name
chisel:upgrade:3, Reversion Upgrade.name
chisel:ballomoss, Ball O' Moss
chisel:chisel, item.null.name
chisel:diamondChisel, item.null.name
chisel:obsidianChisel, item.null.name
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
CarpentersBlocks:itemCarpentersHammer, Carpenter's Hammer
CarpentersBlocks:itemCarpentersChisel, Carpenter's Chisel
CarpentersBlocks:itemCarpentersTile, Carpenter's Tile
CarpentersBlocks:itemCarpentersDoor, Carpenter's Door
CarpentersBlocks:itemCarpentersBed, Carpenter's Bed
compactstorage:backpack, Backpack
customnpcs:npcWand, Npc Wand
customnpcs:npcMobCloner, Mob Cloner
customnpcs:npcScripter, Scripter
customnpcs:npcMovingPath, Npc Pather
customnpcs:npcMounter, Mounter
customnpcs:npcTeleporter, Teleporter
customnpcs:npcSoulstoneEmpty, Soulstone Empty
customnpcs:npcSoulstoneFilled, Soulstone Filled
customnpcs:npcBanjo, Banjo
customnpcs:npcViolin, Violin
customnpcs:npcViolinBow, Violin Bow
customnpcs:npcHarp, Harp
customnpcs:npcGuitar, Guitar
customnpcs:npcFrenchHorn, French Horn
customnpcs:npcOcarina, Ocarina
customnpcs:npcClarinet, Clarinet
customnpcs:npcWoodenGun, Wooden Gun
customnpcs:npcWoodenBullet, Wooden Bullet
customnpcs:npcStoneGun, Stone Gun
customnpcs:npcStoneBullet, Stone Bullet
customnpcs:npcIronGun, Iron Gun
customnpcs:npcIronBullet, Iron Bullet
customnpcs:npcGoldGun, Golden Gun
customnpcs:npcGoldenBullet, Golden Bullet
customnpcs:npcDiamondGun, Diamond Gun
customnpcs:npcDiamondBullet, Diamond Bullet
customnpcs:npcBronzeGun, Bronze Gun
customnpcs:npcBronzeBullet, Bronze Bullet
customnpcs:npcEmeraldGun, Emerald Gun
customnpcs:npcEmeraldBullet, Emerald Bullet
customnpcs:npcMachineGun, Machine Gun
customnpcs:npcBlackBullet, Black Bullet
customnpcs:npcWoodenTrident, Wooden Trident
customnpcs:npcStoneTrident, Stone Trident
customnpcs:npcIronTrident, Iron Trident
customnpcs:npcGoldTrident, Golden Trident
customnpcs:npcDiamondTrident, Diamond Trident
customnpcs:npcBronzeTrident, Bronze Trident
customnpcs:npcEmeraldTrident, Emerald Trident
customnpcs:npcCursedTrident, Cursed Trident
customnpcs:npcDemonicTrident, Demonic Trident
customnpcs:npcFrostTrident, Frost Trident
customnpcs:npcMithrilTrident, Mithril Trident
customnpcs:npcNatureSpell, Nature Spell
customnpcs:npcArcaneSpell, Arcane Spell
customnpcs:npcLightningSpell, Lightning Spell
customnpcs:npcIceSpell, Ice Spell
customnpcs:npcFireSpell, Fire Spell
customnpcs:npcDarkSpell, Dark Spell
customnpcs:npcHolySpell, Holy Spell
customnpcs:npcOrb:0, Orb
customnpcs:npcOrb:1, Orb
customnpcs:npcOrb:2, Orb
customnpcs:npcOrb:3, Orb
customnpcs:npcOrb:4, Orb
customnpcs:npcOrb:5, Orb
customnpcs:npcOrb:6, Orb
customnpcs:npcOrb:7, Orb
customnpcs:npcOrb:8, Orb
customnpcs:npcOrb:9, Orb
customnpcs:npcOrb:10, Orb
customnpcs:npcOrb:11, Orb
customnpcs:npcOrb:12, Orb
customnpcs:npcOrb:13, Orb
customnpcs:npcOrb:14, Orb
customnpcs:npcOrb:15, Orb
customnpcs:npcMana, Mana
customnpcs:npcBrokenOrb:0, BrokenOrb
customnpcs:npcBrokenOrb:1, BrokenOrb
customnpcs:npcBrokenOrb:2, BrokenOrb
customnpcs:npcBrokenOrb:3, BrokenOrb
customnpcs:npcBrokenOrb:4, BrokenOrb
customnpcs:npcBrokenOrb:5, BrokenOrb
customnpcs:npcBrokenOrb:6, BrokenOrb
customnpcs:npcBrokenOrb:7, BrokenOrb
customnpcs:npcBrokenOrb:8, BrokenOrb
customnpcs:npcBrokenOrb:9, BrokenOrb
customnpcs:npcBrokenOrb:10, BrokenOrb
customnpcs:npcBrokenOrb:11, BrokenOrb
customnpcs:npcBrokenOrb:12, BrokenOrb
customnpcs:npcBrokenOrb:13, BrokenOrb
customnpcs:npcBrokenOrb:14, BrokenOrb
customnpcs:npcBrokenOrb:15, BrokenOrb
customnpcs:npcKunai, Kunai
customnpcs:npcReverseKunai, Reverse Kunai
customnpcs:npcShuriken, Shuriken
customnpcs:npcGiantShuriken, Giant Shuriken
customnpcs:npcKatana, Katana
customnpcs:npcKukri, Kukri
customnpcs:npcBronzeSword, Bronze Sword
customnpcs:npcEmeraldSword, Emerald Sword
customnpcs:npcDemonicSword, Demonic Sword
customnpcs:npcFrostSword, Frost Sword
customnpcs:npcMithrilSword, Mithril Sword
customnpcs:npcGolfClub, Golf Club
customnpcs:npcMagicWand, Magic Wand
customnpcs:npcChickenSword, Chicken Sword
customnpcs:npcHandCuffs, Handcuffs
customnpcs:npcHammer, Hammer
customnpcs:npcBaseballBat, Baseball Bat
customnpcs:npcLeadPipe, Lead Pipe
customnpcs:npcCleaver, Cleaver
customnpcs:npcSaber, Saber
customnpcs:npcHockeyStick, Hockey Stick
customnpcs:npcSledgeHammer, Sledgehammer
customnpcs:npcBrokenBottle, Broken Bottle
customnpcs:npcCombatKnive, Combat Knife
customnpcs:npcMacuahuitl, Macuahuitl
customnpcs:npcBoStaff, Bo Staff
customnpcs:npcSaiBlade, Sai Blade
customnpcs:npcSlingshot, Slingshot
customnpcs:npcMusket, Musket
customnpcs:npcLeafBlade, Leaf Blade
customnpcs:npcCrossbow, Crossbow
customnpcs:npcCrossBolt, Crossbow Bolt
customnpcs:npcBatton, Baton
customnpcs:npcGunChainsaw, GunChainsaw
customnpcs:npcRapier, Rapier
customnpcs:npcCrowbar, Crowbar
customnpcs:npcPipeWrench, Pipe Wrench
customnpcs:npcSwissArmyKnife, Swiss Army Knife
customnpcs:npcWrench, Wrench
customnpcs:npcExcalibur, Excalibur
customnpcs:npcWoodenShield, Round Wooden Shield
customnpcs:npcStoneShield, Round Stone Shield
customnpcs:npcIronShield, Round Iron Shield
customnpcs:npcGoldenShield, Round Golden Shield
customnpcs:npcDiaShield, Round Diamond Shield
customnpcs:npcBronzeShield, Round Bronze Shield
customnpcs:npcEmeraldShield, Round Emerald Shield
customnpcs:npcDemonicShield, Demonic Shield
customnpcs:npcFrostShield, Frost Shield
customnpcs:npcMithrilShield, Mithril Shield
customnpcs:npcFullWoodenShield, Wooden Shield
customnpcs:npcFullStoneShield, Stone Shield
customnpcs:npcFullIronShield, Iron Shield
customnpcs:npcFullGoldenShield, Golden Shield
customnpcs:npcFullDiaShield, Diamond Shield
customnpcs:npcFullBronzeShield, Bronze Shield
customnpcs:npcFullEmeraldShield, Emerald Shield
customnpcs:npcHeaterShield, Steel Heater Shield
customnpcs:npcCryscentShield, Steel Cryscent Shield
customnpcs:npcScutumShield, Steel Scutum Shield
customnpcs:npcTowerShield, Steel Tower Shield
customnpcs:npcWoodenSpear, Wooden Spear
customnpcs:npcStoneSpear, Stone Spear
customnpcs:npcIronSpear, Iron Spear
customnpcs:npcGoldenSpear, Golden Spear
customnpcs:npcDiamondSpear, Diamond Spear
customnpcs:npcBronzeSpear, Bronze Spear
customnpcs:npcEmeraldSpear, Emerald Spear
customnpcs:npcDemonicSpear, Demonic Spear
customnpcs:npcFrostSpear, Frost Spear
customnpcs:npcMithrilSpear, Mithril Spear
customnpcs:npcWoodenHalberd, Wooden Halberd
customnpcs:npcStoneHalberd, Stone Halberd
customnpcs:npcIronHalberd, Iron Halberd
customnpcs:npcGoldenHalberd, Golden Halberd
customnpcs:npcDiamondHalberd, Diamond Halberd
customnpcs:npcBronzeHalberd, Bronze Halberd
customnpcs:npcEmeraldHalberd, Emerald Halberd
customnpcs:npcDemonicHalberd, Demonic Halberd
customnpcs:npcFrostHalberd, Frost Halberd
customnpcs:npcMithrilHalberd, Mithril Halberd
customnpcs:npcWoodenBattleAxe, Wooden Battle Axe
customnpcs:npcStoneBattleAxe, Stone Battle Axe
customnpcs:npcIronBattleAxe, Iron Battle Axe
customnpcs:npcGoldenBattleAxe, Golden Battle Axe
customnpcs:npcDiamondBattleAxe, Diamond Battle Axe
customnpcs:npcBronzeBattleAxe, Bronze Battle Axe
customnpcs:npcEmeraldBattleAxe, Emerald Battle Axe
customnpcs:npcDemonicBattleAxe, Demonic Battle Axe
customnpcs:npcFrostBattleAxe, Frost Battle Axe
customnpcs:npcMithrilBattleAxe, Mithril Battle Axe
customnpcs:npcWoodenWarhammer, Wooden Warhammer
customnpcs:npcStoneWarhammer, Stone Warhammer
customnpcs:npcIronWarhammer, Iron Warhammer
customnpcs:npcGoldenWarhammer, Golden Warhammer
customnpcs:npcDiamondWarhammer, Diamond Warhammer
customnpcs:npcBronzeWarhammer, Bronze Warhammer
customnpcs:npcEmeraldWarhammer, Emerald Warhammer
customnpcs:npcDemonicWarhammer, Demonic Warhammer
customnpcs:npcFrostWarhammer, Frost Warhammer
customnpcs:npcMithrilWarhammer, Mithril Warhammer
customnpcs:npcWoodenMace, Wooden Mace
customnpcs:npcStoneMace, Stone Mace
customnpcs:npcIronMace, Iron Mace
customnpcs:npcGoldenMace, Golden Mace
customnpcs:npcDiamondMace, Diamond Mace
customnpcs:npcBronzeMace, Bronze Mace
customnpcs:npcEmeraldMace, Emerald Mace
customnpcs:npcDemonicMace, Demonic Mace
customnpcs:npcFrostMace, Frost Mace
customnpcs:npcMithrilMace, Mithril Mace
customnpcs:npcWoodenDagger, Wooden Dagger
customnpcs:npcWoodenReversedDagger, Reversed Wooden Dagger
customnpcs:npcStoneDagger, Stone Dagger
customnpcs:npcStoneReversedDagger, Reversed Stone Dagger
customnpcs:npcIronDagger, Iron Dagger
customnpcs:npcIronReversedDagger, Reversed Iron Dagger
customnpcs:npcGoldenDagger, Golden Dagger
customnpcs:npcGoldenReversedDagger, Reversed Golden Dagger
customnpcs:npcDiamondDagger, Diamond Dagger
customnpcs:npcDiamondReversedDagger, Reversed Diamond Dagger
customnpcs:npcBronzeDagger, Bronze Dagger
customnpcs:npcBronzeReversedDagger, Reversed Bronze Dagger
customnpcs:npcEmeraldDagger, Emerald Dagger
customnpcs:npcEmeraldReversedDagger, Reversed Emerald Dagger
customnpcs:npcDemonicDagger, Demonic Dagger
customnpcs:npcDemonicReversedDagger, Reversed Demonic Dagger
customnpcs:npcFrostDagger, Frost Dagger
customnpcs:npcFrostReversedDagger, Reversed Frost Dagger
customnpcs:npcMithrilDagger, Mithril Dagger
customnpcs:npcMithrilReversedDagger, Reversed Mithril Dagger
customnpcs:npcNinjaClaw, Ninja Claw
customnpcs:npcSteelClaw, Steel Claw
customnpcs:npcBearClaw, Bear Claw
customnpcs:npcKatar, Katar
customnpcs:npcWoodenStaff, Wooden Staff
customnpcs:npcStoneStaff, Stone Staff
customnpcs:npcIronStaff, Iron Staff
customnpcs:npcGoldenStaff, Golden Staff
customnpcs:npcDiamondStaff, Diamond Staff
customnpcs:npcBronzeStaff, Bronze Staff
customnpcs:npcEmeraldStaff, Emerald Staff
customnpcs:npcDemonicStaff, Demonic Staff
customnpcs:npcFrostStaff, Frost Staff
customnpcs:npcMithrilStaff, Mithril Staff
customnpcs:npcElementalStaff:0, Elemental Staff
customnpcs:npcElementalStaff:1, Elemental Staff
customnpcs:npcElementalStaff:2, Elemental Staff
customnpcs:npcElementalStaff:3, Elemental Staff
customnpcs:npcElementalStaff:4, Elemental Staff
customnpcs:npcElementalStaff:5, Elemental Staff
customnpcs:npcElementalStaff:6, Elemental Staff
customnpcs:npcElementalStaff:7, Elemental Staff
customnpcs:npcElementalStaff:8, Elemental Staff
customnpcs:npcElementalStaff:9, Elemental Staff
customnpcs:npcElementalStaff:10, Elemental Staff
customnpcs:npcElementalStaff:11, Elemental Staff
customnpcs:npcElementalStaff:12, Elemental Staff
customnpcs:npcElementalStaff:13, Elemental Staff
customnpcs:npcElementalStaff:14, Elemental Staff
customnpcs:npcElementalStaff:15, Elemental Staff
customnpcs:npcWoodenScythe, Wooden Scythe
customnpcs:npcStoneScythe, Stone Scythe
customnpcs:npcIronScythe, Iron Scythe
customnpcs:npcGoldenScythe, Golden Scythe
customnpcs:npcDiamondScythe, Diamond Scythe
customnpcs:npcEmeraldScythe, Emerald Scythe
customnpcs:npcBronzeScythe, Bronze Scythe
customnpcs:npcDemonicScythe, Demonic Scythe
customnpcs:npcFrostScythe, Frost Scythe
customnpcs:npcMithrilScythe, Mithril Scythe
customnpcs:npcWoodenGlaive, Wooden Glaive
customnpcs:npcStoneGlaive, Stone Glaive
customnpcs:npcIronGlaive, Iron Glaive
customnpcs:npcGoldenGlaive, Golden Glaive
customnpcs:npcDiamondGlaive, Diamond Glaive
customnpcs:npcBronzeGlaive, Bronze Glaive
customnpcs:npcEmeraldGlaive, Emerald Glaive
customnpcs:npcDemonicGlaive, Demonic Glaive
customnpcs:npcFrostGlaive, Frost Glaive
customnpcs:npcMithrilGlaive, Mithril Glaive
customnpcs:npcWoodenBroadsword, Wooden Broadsword
customnpcs:npcStoneBroadsword, Stone Broadsword
customnpcs:npcIronBroadsword, Iron Broadsword
customnpcs:npcGoldenBroadsword, Golden Broadsword
customnpcs:npcDiamondBroadsword, Diamond Broadsword
customnpcs:npcBronzeBroadsword, Bronze Broadsword
customnpcs:npcEmeraldBroadsword, Emerald Broadsword
customnpcs:npcDemonicBroadsword, Demonic Broadsword
customnpcs:npcFrostBroadsword, Frost Broadsword
customnpcs:npcMithrilBroadsword, Mithril Broadsword
customnpcs:npcCowleatherHead, Cowleather Helmet
customnpcs:npcCowleatherChest, Cowleather ChestPlate
customnpcs:npcCowleatherLegs, Cowleather Leggings
customnpcs:npcCowleatherBoots, Cowleather Boots
customnpcs:npcNanorumHead, Nanorum Helmet
customnpcs:npcNanorumChest, Nanorum ChestPlate
customnpcs:npcNanorumLegs, Nanorum Leggings
customnpcs:npcNanorumBoots, Nanorum Boots
customnpcs:npcTacticalHead, Tactical Helmet
customnpcs:npcTacticalChest, Tactical Vest
customnpcs:npcFullLeatherHead, Full Leather Helmet
customnpcs:npcFullLeatherChest, Full Leather ChestPlate
customnpcs:npcFullIronHead, Full Iron Helmet
customnpcs:npcFullIronChest, Full Iron ChestPlate
customnpcs:npcFullGoldHead, Full Gold Helmet
customnpcs:npcFullGoldChest, Full Gold ChestPlate
customnpcs:npcFullDiamondHead, Full Diamond Helmet
customnpcs:npcFullDiamondChest, Full Diamond ChestPlate
customnpcs:npcFullBronzeHead, Full Bronze Helmet
customnpcs:npcFullBronzeChest, Full Bronze ChestPlate
customnpcs:npcFullBronzeLeggings, Full Bronze Leggings
customnpcs:npcFullBronzeBoots, Full Bronze Boots
customnpcs:npcFullEmeraldHead, Full Emerald Helmet
customnpcs:npcFullEmeraldChest, Full Emerald ChestPlate
customnpcs:npcFullEmeraldLeggings, Full Emerald Leggings
customnpcs:npcFullEmeraldBoots, Full Emerald Boots
customnpcs:npcFullWoodenHead, Full Wooden Helmet
customnpcs:npcFullWoodenChest, Full Wooden ChestPlate
customnpcs:npcFullWoodenLeggings, Full Wooden Leggings
customnpcs:npcFullWoodenBoots, Full Wooden Boots
customnpcs:npcTuxedoChest, Tuxedo Chest
customnpcs:npcTuxedoPants, Tuxedo Pants
customnpcs:npcTuxedoBottom, Tuxedo Trenchcoat
customnpcs:npcWizardHead, Wizard Head
customnpcs:npcWizardChest, Wizard Chest
customnpcs:npcWizardPants, Wizard Leggings
customnpcs:npcAssassinHead, Assassins Helmet
customnpcs:npcAssassinChest, Assassins ChestPlate
customnpcs:npcAssassinLeggings, Assassins Leggings
customnpcs:npcAssassinBoots, Assassins Boots
customnpcs:npcSoldierHead, Soldier Helmet
customnpcs:npcSoldierChest, Soldier ChestPlate
customnpcs:npcSoldierLegs, Soldier Leggings
customnpcs:npcSoldierBottom, Soldier Trenchcoat
customnpcs:npcX407Head, X407 Prototype Helmet
customnpcs:npcX407Chest, X407 Prototype ChestPlate
customnpcs:npcX407Legs, X407 Prototype Leggings
customnpcs:npcX407Boots, X407 Prototype Boots
customnpcs:npcMithrilHead, Mithril Helmet
customnpcs:npcMithrilChest, Mithril ChestPlate
customnpcs:npcMithrilLegs, Mithril Leggings
customnpcs:npcMithrilBoots, Mithril Boots
customnpcs:npcDemonicHead, Demonic Helmet
customnpcs:npcDemonicChest, Demonic ChestPlate
customnpcs:npcDemonicLegs, Demonic Leggings
customnpcs:npcDemonicBoots, Demonic Boots
customnpcs:npcCommissarHead, Commissar Helmet
customnpcs:npcCommissarChest, Commissar ChestPlate
customnpcs:npcCommissarLegs, Commissar Leggings
customnpcs:npcCommissarBottom, Commissar Trenchcoat
customnpcs:npcInfantryHelmet, Infantry Helmet
customnpcs:npcOfficerChest, Officer ChestPlate
customnpcs:npcCrown2, Crown
customnpcs:npcCrown, Crown
customnpcs:npcPaperCrown, Paper Crown
customnpcs:npcNinjaHead, Ninja Head
customnpcs:npcNinjaChest, Ninja Chest
customnpcs:npcNinjaPants, Ninja Leggings
customnpcs:npcChainSkirt, Chain Skirt
customnpcs:npcLeatherSkirt, Leather Skirt
customnpcs:npcGoldSkirt, Golden Skirt
customnpcs:npcIronSkirt, Iron Skirt
customnpcs:npcDiamondSkirt, Diamond Skirt
customnpcs:npcEmeraldSkirt, Emerald Skirt
customnpcs:npcBronzeSkirt, Bronze Skirt
customnpcs:npcDemonicSkirt, Demonic Skirt
customnpcs:npcMithrilSkirt, Mithril Skirt
customnpcs:npcCoinWooden, Wooden Coin
customnpcs:npcCoinStone, Stone Coin
customnpcs:npcCoinBronze, Bronze Coin
customnpcs:npcCoinIron, Iron Coin
customnpcs:npcCoinGold, Golden Coin
customnpcs:npcCoinDiamond, Diamond Coin
customnpcs:npcCoinEmerald, Emerald Coin
customnpcs:npcAncientCoin, Ancient Coin
customnpcs:npcLetter, Letter
customnpcs:npcPlans, Plans
customnpcs:npcSatchel, Satchel
customnpcs:npcBag, Bag
customnpcs:npcCrystal, Crystal
customnpcs:npcSeveredEar, Severed Ear
customnpcs:npcPhone, Phone
customnpcs:npcBanditMask, Bandit Mask
customnpcs:npcBrokenArrow, Broken Arrow
customnpcs:npcEarthElement, Earth Element
customnpcs:npcWaterElement, Water Element
customnpcs:npcFireElement, Fire Element
customnpcs:npcAirElement, Air Element
customnpcs:npcCarKey, Car Key
customnpcs:npcKey, Key
customnpcs:npcKey2, Key
customnpcs:npcPendant, Pendant
customnpcs:npcBlueprint, Blueprint
customnpcs:npcRing, Ring
customnpcs:npcSkull, Skull
customnpcs:npcSaphire, Sapphire
customnpcs:npcRuby, Ruby
customnpcs:npcAmethyst, Amethyst
customnpcs:npcBronzeIngot, Bronze Ingot
customnpcs:npcDemonicIngot, Demonic Ingot
customnpcs:npcMithrilIngot, Mithril Ingot
customnpcs:npcAncientScroll, Ancient Scroll
customnpcs:npcArtifact, Artifact
customnpcs:npcLocket, Locket
customnpcs:npcSilk, Silk
customnpcs:npcStatuette, Statuette
customnpcs:npcTablet, Tablet
customnpcs:npcHeart, Heart
customnpcs:npcMoney, Money
customnpcs:npcNecklace, Necklace
customnpcs:npcUsbStick, USB-Stick
props:props:0, Stuffed Creeper
props:props:1, Wine Bottle
props:props:2, Grandfather Clock
props:props:3, Wood Blocks
props:props:4, Spinning Wheel
props:props:5, Jack In The Box
props:props:6, Paper Airplane
props:props:7, Gold Ingot Stack
props:props:8, Rocking Horse
props:props:9, Toy Soldier
props:props:10, R2 D2
props:props:11, Rubkik's Cube
props:props:12, Toy Boat
props:props:13, Plates Fancy
props:props:14, Piano
props:props:15, Stained Glass Orange
props:props:16, Stained Glass Magenta
props:props:17, Stained Glass LightBlue
props:props:18, Stained Glass Yellow
props:props:19, Stained Glass Lime
props:props:20, Stained Glass Pink
props:props:21, Stained Glass Cyan
props:props:22, Stained Glass Purple
props:props:23, Stained Glass Blue
props:props:24, Stained Glass Green
props:props:25, Stained Glass Red
props:props:26, Stained Glass White
props:props:27, Tea Set
props:props:28, Tea Cup
props:props:29, Long Crate
props:props:30, Picnic Basket
props:props:31, Cuckoo Clock
props:props:32, Pumpkin Trio
props:props:33, Cradle
props:props:34, Xylophone
props:props:35, Toy Train
